,x
1301,-0.11
1302,-0.11
1303,-0.11
1304,-0.11
1305,-0.11
1306,-0.11
1307,-0.11
1308,-0.11
1309,-0.11
1310,-0.11
1311,-0.11
1312,-0.11
1313,-0.11
1314,-0.11
1315,-0.11
1316,-0.11
1317,-0.11
1318,-0.11
1319,-0.11
1320,-0.11
1321,-0.11
1322,-0.11
1323,-0.11
1324,-0.11
1325,-0.11
1326,-0.11
1327,-0.11
1328,-0.11
1329,-0.11
1330,-0.11
1331,-0.11
1332,-0.11
1333,-0.11
1334,-0.11
1335,-0.11
1336,-0.11
1337,-0.11
1338,-0.11
1339,-0.11
1340,-0.11
1341,-0.11
1342,-0.11
1343,-0.11
1344,-0.11
1345,-0.11
1346,-0.11
1347,-0.11
1348,-0.11
1349,-0.11
1350,-0.11
1351,-0.11
1352,-0.11
1353,-0.11
1354,-0.11
1355,-0.11
1356,-0.11
1357,-0.11
1358,-0.11
1359,-0.11
1360,-0.11
1361,-0.11
1362,-0.11
1363,-0.11
1364,-0.11
1365,-0.11
1366,-0.11
1367,-0.11
1368,-0.11
1369,-0.11
1370,-0.11
1371,-0.11
1372,-0.11
1373,-0.11
1374,-0.11
1375,-0.11
1376,-0.11
1377,-0.11
1378,-0.11
1379,-0.11
1380,-0.11
1381,-0.11
1382,-0.11
1383,-0.11
1384,-0.11
1385,-0.11
1386,-0.11
1387,-0.11
1388,-0.11
1389,-0.11
1390,-0.11
1391,-0.11
1392,-0.11
1393,-0.11
1394,-0.11
1395,-0.11
1396,-0.11
1397,-0.11
1398,-0.11
1399,-0.11
1400,-0.11
1401,-0.11
1402,-0.11
1403,-0.11
1404,-0.11
1405,-0.11
1406,-0.11
1407,-0.11
1408,-0.11
1409,-0.11
1410,-0.11
1411,-0.11
1412,-0.11
1413,-0.11
1414,-0.11
1415,-0.11
1416,-0.11
1417,-0.11
1418,-0.11
1419,-0.11
1420,-0.11
1421,-0.11
1422,-0.11
1423,-0.11
1424,-0.11
1425,-0.11
1426,-0.11
1427,-0.11
1428,-0.11
1429,-0.11
1430,-0.11
1431,-0.11
1432,-0.11
1433,-0.11
1434,-0.11
1435,-0.11
1436,-0.11
1437,-0.11
1438,-0.11
1439,-0.11
1440,-0.11
1441,-0.11
1442,-0.11
1443,-0.11
1444,-0.11
1445,-0.11
1446,-0.11
1447,-0.11
1448,-0.11
1449,-0.11
1450,-0.11
1451,-0.11
1452,-0.11
1453,-0.11
1454,-0.11
1455,-0.11
1456,-0.11
1457,-0.11
1458,-0.11
1459,-0.11
1460,-0.11
1461,-0.11
1462,-0.11
1463,-0.11
1464,-0.11
1465,-0.11
1466,-0.11
1467,-0.11
1468,-0.11
1469,-0.11
1470,-0.11
1471,-0.11
1472,-0.11
1473,-0.11
1474,-0.11
1475,-0.11
1476,-0.11
1477,-0.11
1478,-0.11
1479,-0.11
1480,-0.11
1481,-0.11
1482,-0.11
1483,-0.11
1484,-0.11
1485,-0.11
1486,-0.11
1487,-0.11
1488,-0.11
1489,-0.11
1490,-0.11
1491,-0.11
1492,-0.11
1493,-0.11
1494,-0.11
1495,-0.11
1496,-0.11
1497,-0.11
1498,-0.11
1499,-0.11
1500,-0.11
1501,-0.11
1502,-0.11
1503,-0.11
1504,-0.11
1505,-0.11
1506,-0.11
1507,-0.11
1508,-0.11
1509,-0.11
1510,-0.11
1511,-0.11
1512,-0.11
1513,-0.11
1514,-0.11
1515,-0.11
1516,-0.11
1517,-0.11
1518,-0.11
1519,-0.11
1520,-0.11
1521,-0.11
1522,-0.11
1523,-0.11
1524,-0.11
1525,-0.11
1526,-0.11
1527,-0.11
1528,-0.11
1529,-0.11
1530,-0.11
1531,-0.11
1532,-0.11
1533,-0.11
1534,-0.11
1535,-0.11
1536,-0.11
1537,-0.11
1538,-0.11
1539,-0.11
1540,-0.11
1541,-0.11
1542,-0.11
1543,-0.11
1544,-0.11
1545,-0.11
1546,-0.11
1547,-0.11
1548,-0.11
1549,-0.11
1550,-0.11
1551,-0.11
1552,-0.11
1553,-0.11
1554,-0.11
1555,-0.11
1556,-0.11
1557,-0.11
1558,-0.11
1559,-0.11
1560,-0.11
1561,-0.11
1562,-0.11
1563,-0.11
1564,-0.11
1565,-0.11
1566,-0.11
1567,-0.11
1568,-0.11
1569,-0.11
1570,-0.11
1571,-0.11
1572,-0.11
1573,-0.11
1574,-0.11
1575,-0.11
1576,-0.11
1577,-0.11
1578,-0.11
1579,-0.11
1580,-0.11
1581,-0.11
1582,-0.11
1583,-0.11
1584,-0.11
1585,-0.11
1586,-0.11
1587,-0.11
1588,-0.11
1589,-0.11
1590,-0.11
1591,-0.11
1592,-0.11
1593,-0.11
1594,-0.11
1595,-0.11
1596,-0.11
1597,-0.11
1598,-0.11
1599,-0.11
1600,-0.11
1601,-0.11
1602,-0.11
1603,-0.11
1604,-0.11
1605,-0.11
1606,-0.11
1607,-0.11
1608,-0.11
1609,-0.11
1610,-0.11
1611,-0.11
1612,-0.11
1613,-0.11
1614,-0.11
1615,-0.11
1616,-0.11
1617,-0.11
1618,-0.11
1619,-0.11
1620,-0.11
1621,-0.11
1622,-0.11
1623,-0.11
1624,-0.11
1625,-0.11
1626,-0.11
1627,-0.11
1628,-0.11
1629,-0.11
1630,-0.11
1631,-0.11
1632,-0.11
1633,-0.11
1634,-0.11
1635,-0.11
1636,-0.11
1637,-0.11
1638,-0.11
1639,-0.11
1640,-0.11
1641,-0.11
1642,-0.11
1643,-0.11
1644,-0.11
1645,-0.11
1646,-0.11
1647,-0.11
1648,-0.11
1649,-0.11
1650,-0.11
1651,-0.11
1652,-0.11
1653,-0.11
1654,-0.11
1655,-0.11
1656,-0.11
1657,-0.11
1658,-0.11
1659,-0.11
1660,-0.11
1661,-0.11
1662,-0.11
1663,-0.11
1664,-0.11
1665,-0.11
1666,-0.11
1667,-0.11
1668,-0.11
1669,-0.11
1670,-0.11
1671,-0.1
1672,-0.1
1673,-0.1
1674,-0.1
1675,-0.1
1676,-0.1
1677,-0.1
1678,-0.1
1679,-0.1
1680,-0.1
1681,-0.1
1682,-0.1
1683,-0.1
1684,-0.09
1685,-0.09
1686,-0.09
1687,-0.09
1688,-0.09
1689,-0.08
1690,-0.08
1691,-0.07
1692,-0.07
1693,-0.06
1694,-0.06
1695,-0.06
1696,-0.05
1697,-0.04
1698,-0.04
1699,-0.03
1700,-0.03
1701,-0.02
1702,2.55
1703,0.0
1704,0.0
1705,0.02
1706,0.03
1707,0.03
1708,0.04
1709,0.05
1710,0.06
1711,0.07
1712,0.08
1713,0.08
1714,0.08
1715,0.09
1716,0.09
1717,0.1
1718,0.1
1719,0.1
1720,0.1
1721,0.1
1722,0.1
1723,0.11
1724,0.11
1725,0.11
1726,0.11
1727,0.11
1728,0.11
1729,0.11
1730,0.1
1731,0.1
1732,0.1
1733,0.09
1734,0.08
1735,0.08
1736,0.07
1737,0.06
1738,0.06
1739,0.06
1740,0.06
1741,0.06
1742,0.06
1743,0.06
1744,0.06
1745,0.07
1746,0.08
1747,0.08
1748,0.09
1749,0.1
1750,0.1
1751,0.1
1752,0.11
1753,0.12
1754,0.12
1755,0.13
1756,0.13
1757,0.13
1758,0.13
1759,0.14
1760,0.14
1761,0.14
1762,0.15
1763,0.15
1764,0.15
1765,0.16
1766,0.17
1767,0.18
1768,0.19
1769,0.19
1770,0.2
1771,0.2
1772,0.21
1773,0.22
1774,0.22
1775,0.22
1776,0.23
1777,0.23
1778,0.24
1779,0.25
1780,0.26
1781,0.26
1782,0.27
1783,0.28
1784,0.29
1785,0.31
1786,0.32
1787,0.34
1788,0.34
1789,0.36
1790,0.38
1791,0.4
1792,0.42
1793,0.45
1794,0.45
1795,0.47
1796,0.5
1797,0.53
1798,0.55
1799,0.58
1800,0.58
1801,0.6
1802,0.63
1803,0.65
1804,0.68
1805,0.7
1806,0.7
1807,0.72
1808,0.74
1809,0.76
1810,0.78
1811,0.79
1812,0.8
1813,0.8
1814,0.82
1815,0.83
1816,0.84
1817,0.85
1818,0.86
1819,0.86
1820,0.87
1821,0.87
1822,0.88
1823,0.88
1824,0.88
1825,0.88
1826,0.89
1827,0.88
1828,0.88
1829,0.88
1830,0.88
1831,0.88
1832,0.87
1833,0.87
1834,0.87
1835,0.86
1836,0.85
1837,0.85
1838,0.85
1839,0.84
1840,0.84
1841,0.83
1842,0.82
1843,0.81
1844,0.81
1845,0.8
1846,0.79
1847,0.78
1848,0.77
1849,0.76
1850,0.76
1851,0.75
1852,0.74
1853,0.73
1854,0.71
1855,0.7
1856,0.7
1857,0.68
1858,0.67
1859,0.65
1860,0.64
1861,0.62
1862,0.61
1863,0.61
1864,0.59
1865,0.57
1866,0.56
1867,0.54
1868,0.53
1869,0.53
1870,0.51
1871,0.5
1872,0.48
1873,0.47
1874,0.46
1875,0.46
1876,0.44
1877,0.43
1878,0.42
1879,0.41
1880,0.4
1881,0.4
1882,0.39
1883,0.38
1884,0.37
1885,0.36
1886,0.35
1887,0.35
1888,0.34
1889,0.33
1890,0.32
1891,0.31
1892,0.3
1893,0.29
1894,0.29
1895,0.29
1896,0.28
1897,0.27
1898,0.26
1899,0.25
1900,0.25
1901,0.24
1902,0.23
1903,0.22
1904,0.22
1905,0.21
1906,0.21
1907,0.21
1908,0.21
1909,0.21
1910,0.21
1911,0.21
1912,0.21
1913,0.21
1914,0.22
1915,0.22
1916,0.23
1917,0.23
1918,0.24
1919,0.24
1920,0.24
1921,0.25
1922,0.26
1923,0.26
1924,0.27
1925,0.27
1926,0.28
1927,0.28
1928,0.29
1929,0.3
1930,0.3
1931,0.3
1932,0.31
1933,0.32
1934,0.33
